number,alacrity,ability,observation,logical,result
5451,77,77,83,93,2
5452,71,95,65,77,9
5453,77,90,74,100,10
5454,80,97,100,66,6
5455,70,94,87,95,10
5456,92,99,82,86,12
5457,81,80,60,79,11
5458,63,88,99,67,6
5459,69,91,68,92,10
5460,100,95,65,90,11
5461,73,69,80,72,4
5462,71,60,66,87,8
5463,73,94,60,80,9
5464,93,64,96,83,4
5465,93,63,90,91,7
5466,98,72,71,63,11
5467,90,67,63,77,7
5468,74,64,82,91,2
5469,88,61,97,84,4
5470,99,78,97,92,3
5471,60,62,80,99,2
5472,100,76,86,90,7
5473,84,71,61,89,8
5474,72,62,66,66,3
5475,65,63,80,68,1
5476,74,88,91,85,6
5477,73,79,88,60,6
5478,84,88,86,77,5
5479,100,69,72,76,7
5480,70,74,93,82,1
5481,69,74,62,95,10
5482,74,71,99,79,1
5483,81,83,65,66,12
5484,78,75,85,74,4
5485,92,88,96,67,4
5486,92,77,83,90,7
5487,77,75,96,80,1
5488,80,71,68,92,8
5489,85,67,62,100,8
5490,66,83,97,94,1
5491,66,76,95,73,6
5492,82,87,87,89,10
5493,80,91,82,69,5
5494,79,73,95,84,1
5495,66,99,71,89,9
5496,72,68,98,85,1
5497,80,72,64,83,8
5498,69,90,95,92,1
5499,77,90,86,86,5
5500,96,68,84,94,7
5501,63,77,86,86,1
5502,98,99,91,79,12
5503,68,81,78,90,10
5504,77,80,96,73,6
5505,81,93,75,62,12
5506,76,98,79,97,9
5507,92,82,88,71,3
5508,72,68,74,64,4
5509,95,71,66,72,7
5510,74,83,66,98,10
5511,89,95,98,89,6
5512,76,72,69,87,8
5513,80,75,81,66,4
5514,93,62,74,97,8
5515,66,92,93,75,6
5516,89,98,62,65,12
5517,99,92,67,93,7
5518,74,86,84,63,5
5519,84,68,95,73,4
5520,81,83,82,92,10
5521,75,77,74,94,10
5522,100,98,95,94,11
5523,78,70,96,83,1
5524,61,73,71,79,10
5525,84,91,95,73,6
5526,68,61,69,75,2
5527,99,94,94,91,11
5528,93,70,77,97,8
5529,64,85,77,63,5
5530,69,97,85,68,5
5531,68,90,94,92,1
5532,74,64,68,98,8
5533,61,84,87,88,2
5534,61,75,72,85,10
5535,65,96,80,85,9
5536,93,64,61,98,8
5537,64,99,69,69,5
5538,69,98,89,62,5
5539,70,93,65,74,9
5540,90,89,62,73,11
5541,94,90,86,76,11
5542,92,99,95,90,5
5543,87,68,83,84,7
5544,93,79,98,74,4
5545,83,98,70,85,9
5546,89,95,62,69,12
5547,77,94,66,100,10
5548,94,61,98,71,4
5549,77,80,67,64,12
5550,73,77,81,66,6
5551,76,99,88,99,9
5552,61,77,64,61,5
5553,69,65,72,75,2
5554,96,76,99,93,4
5555,77,99,63,98,9
5556,96,89,78,72,11
5557,82,95,87,70,5
5558,74,85,62,91,10
5559,100,81,99,98,3
5560,83,74,79,72,3
5561,78,79,75,73,12
5562,80,72,83,90,2
5563,69,90,62,90,9
5564,70,98,62,80,9
5565,92,68,75,98,8
5566,68,71,97,83,1
5567,63,99,79,73,5
5568,61,92,99,97,1
5569,69,79,74,76,9
5570,63,68,67,60,5
5571,77,99,97,80,5
5572,98,88,91,73,3
5573,67,80,67,61,12
5574,87,60,78,94,8
5575,75,95,76,87,9
5576,61,64,94,83,1
5577,100,92,64,86,11
5578,72,100,69,93,9
5579,73,79,85,96,2
5580,65,91,84,75,5
5581,79,66,65,100,8
5582,98,75,85,68,3
5583,88,69,89,86,4
5584,81,95,82,97,10
5585,63,88,94,88,6
5586,66,91,60,98,10
5587,73,60,92,61,4
5588,99,90,90,84,11
5589,77,87,61,100,10
5590,89,94,89,92,9
5591,60,79,96,91,1
5592,72,91,87,60,5
5593,87,77,85,61,3
5594,67,80,87,86,1
5595,80,64,62,95,8
5596,82,94,100,70,6
5597,75,98,69,87,9
5598,77,64,66,66,3
5599,97,75,72,97,7
5600,75,66,87,100,2
5601,95,73,89,62,3
5602,90,79,86,76,3
5603,86,71,63,94,8
5604,67,72,64,62,12
5605,83,81,96,92,1
5606,60,62,79,65,1
5607,81,75,64,78,7
5608,68,69,80,77,1
5609,66,81,80,86,10
5610,89,90,65,65,12
5611,92,85,77,93,8
5612,81,63,88,83,1
5613,62,88,91,86,6
5614,62,64,71,78,2
5615,99,65,67,65,3
5616,82,85,74,64,12
5617,91,71,61,67,11
5618,69,71,83,63,6
5619,71,64,99,67,4
5620,93,69,69,89,7
5621,97,89,85,60,11
5622,88,88,62,76,11
5623,61,90,88,61,5
5624,86,61,71,95,8
5625,94,100,73,82,12
5626,75,100,77,90,9
5627,84,81,82,97,8
5628,100,61,92,95,7
5629,88,68,77,85,7
5630,76,93,66,65,12
5631,75,77,82,98,2
5632,86,62,91,98,2
5633,70,96,78,80,9
5634,77,94,74,97,10
5635,78,85,87,80,6
5636,93,89,100,94,1
5637,98,70,76,92,7
5638,99,79,86,79,3
5639,80,64,69,74,7
5640,87,87,72,78,11
5641,64,71,83,71,6
5642,72,82,62,70,12
5643,62,79,64,61,5
5644,63,66,61,92,10
5645,84,70,90,84,4
5646,85,90,73,94,10
5647,87,92,99,72,6
5648,93,67,81,94,8
5649,63,62,60,86,8
5650,67,99,83,81,5
5651,73,67,74,74,1
5652,74,96,76,70,5
5653,71,77,79,83,2
5654,63,75,82,66,6
5655,73,91,87,67,5
5656,81,75,88,74,4
5657,68,98,69,65,5
5658,82,82,86,67,4
5659,94,63,66,64,3
5660,95,92,78,86,11
5661,98,86,94,99,8
5662,96,65,74,74,3
5663,80,61,90,77,4
5664,90,92,76,63,12
5665,66,90,74,84,9
5666,76,66,81,85,2
5667,65,93,90,98,10
5668,61,100,80,83,9
5669,68,80,84,63,6
5670,84,60,73,60,3
5671,79,64,68,64,3
5672,96,97,70,92,12
5673,62,95,100,85,6
5674,71,87,71,72,9
5675,99,82,80,83,7
5676,90,61,83,61,3
5677,71,98,88,93,9
5678,92,72,82,61,3
5679,65,73,95,95,1
5680,77,98,75,78,9
5681,80,61,90,77,4
5682,61,81,98,90,1
5683,91,84,70,61,11
5684,77,64,79,98,2
5685,68,98,63,64,12
5686,89,93,94,94,1
5687,65,97,77,84,9
5688,97,87,61,87,11
5689,89,68,78,80,7
5690,67,77,74,92,10
5691,92,63,82,91,7
5692,64,87,91,92,2
5693,60,74,100,61,6
5694,70,84,76,91,10
5695,69,97,79,95,9
5696,94,69,84,95,8
5697,96,62,76,80,7
5698,72,75,65,69,12
5699,95,88,97,71,4
5700,97,100,69,83,12
5701,70,88,70,60,12
5702,75,72,91,96,2
5703,85,88,76,86,9
5704,91,79,87,94,8
5705,79,86,74,68,12
5706,82,72,76,77,7
5707,67,92,81,88,9
5708,96,76,73,81,7
5709,99,73,60,93,7
5710,80,87,84,84,5
5711,93,81,95,85,4
5712,98,89,76,81,11
5713,60,71,89,68,6
5714,84,69,88,62,4
5715,69,92,90,98,10
5716,81,60,84,62,4
5717,96,95,66,64,11
5718,63,83,98,91,1
5719,81,93,67,69,12
5720,65,92,92,99,10
5721,63,81,77,82,10
5722,75,65,100,67,4
5723,78,84,60,82,9
5724,80,92,60,79,12
5725,69,100,90,82,5
5726,87,97,62,65,12
5727,61,82,73,91,10
5728,89,76,77,99,8
5729,74,94,81,78,5
5730,90,95,99,84,6
5731,60,84,100,69,6
5732,85,99,88,63,5
5733,97,92,66,87,11
5734,65,65,77,75,1
5735,97,77,69,73,11
5736,86,85,96,77,4
5737,77,98,76,79,9
5738,76,97,64,68,12
5739,99,66,60,85,7
5740,93,69,86,60,3
5741,91,99,94,62,5
5742,60,69,61,78,10
5743,88,98,71,92,9
5744,97,60,97,64,3
5745,79,95,81,92,9
5746,85,66,97,71,4
5747,82,67,60,88,8
5748,94,86,99,96,1
5749,89,95,100,72,6
5750,74,82,78,96,10
5751,80,79,94,70,4
5752,67,60,63,94,8
5753,94,96,62,80,12
5754,74,73,62,77,8
5755,77,84,67,82,9
5756,73,96,66,90,9
5757,62,74,95,70,6
5758,97,91,63,91,11
5759,78,70,69,63,11
5760,80,85,89,83,6
5761,83,69,91,88,1
5762,73,74,65,77,10
5763,81,94,90,71,5
5764,93,69,100,92,4
5765,93,72,60,64,11
5766,78,61,94,76,4
5767,63,99,90,88,5
5768,91,65,62,66,7
5769,84,99,96,70,5
5770,68,97,81,85,9
5771,83,78,64,84,8
5772,62,85,69,63,5
5773,70,87,64,68,12
5774,80,72,92,80,4
5775,98,63,80,87,7
5776,94,80,98,99,2
5777,81,72,75,68,3
5778,83,62,78,70,3
5779,98,65,62,80,7
5780,63,72,80,62,6
5781,93,83,92,97,8
5782,77,94,85,81,5
5783,71,79,91,86,1
5784,69,67,93,64,4
5785,98,99,82,98,12
5786,69,85,95,87,1
5787,89,84,99,81,4
5788,100,64,70,90,7
5789,83,70,76,71,3
5790,76,81,84,92,2
5791,64,72,74,64,6
5792,92,74,61,81,7
5793,99,61,92,100,8
5794,60,76,80,63,6
5795,73,87,96,100,2
5796,99,74,71,73,11
5797,73,81,94,99,2
5798,79,92,83,69,5
5799,64,80,95,92,1
5800,85,78,61,83,7
5801,83,62,82,96,8
5802,74,94,85,83,5
5803,96,60,77,84,7
5804,96,67,64,97,8
5805,82,64,84,91,2
5806,78,66,86,86,1
5807,84,72,78,63,3
5808,68,96,70,97,10
5809,97,70,85,80,3
5810,82,72,92,60,4
5811,61,96,65,87,9
5812,78,71,80,73,4
5813,88,74,71,97,8
5814,92,66,78,70,3
5815,85,77,98,71,4
5816,90,60,89,94,8
5817,89,100,65,66,12
5818,78,98,67,78,12
5819,81,64,65,92,8
5820,82,83,73,84,10
5821,90,66,60,66,11
5822,80,67,78,63,3
5823,100,66,85,84,3
5824,68,79,86,87,2
5825,92,91,68,90,11
5826,74,68,97,91,1
5827,99,75,61,77,7
5828,100,67,70,63,3
5829,90,93,63,95,10
5830,98,66,98,86,3
5831,100,93,100,65,3
5832,67,83,88,79,6
5833,90,72,66,69,11
5834,83,78,61,67,11
5835,62,94,84,98,10
5836,85,84,78,74,11
5837,80,86,91,86,6
5838,86,89,83,65,12
5839,81,75,73,69,11
5840,88,81,71,100,8
5841,93,81,83,98,8
5842,90,87,83,90,7
5843,64,67,92,76,1
5844,74,82,72,89,10
5845,68,90,70,66,5
5846,92,91,83,90,11
5847,72,62,69,62,3
5848,81,68,72,63,3
5849,95,74,60,65,11
5850,85,60,84,70,3
5851,100,63,97,95,3
5852,99,75,71,93,7
5853,77,95,81,60,5
5854,83,75,62,75,11
5855,77,74,85,100,2
5856,66,83,97,65,6
5857,88,80,69,98,8
5858,85,86,80,68,12
5859,68,95,72,90,9
5860,61,94,78,64,5
5861,60,64,75,90,2
5862,79,72,63,65,11
5863,89,71,63,62,11
5864,67,83,66,64,12
5865,82,96,76,94,9
5866,77,84,78,97,10
5867,65,61,64,89,8
5868,91,78,87,66,3
5869,79,70,74,94,8
5870,96,88,76,71,11
5871,91,87,84,84,11
5872,75,88,69,81,9
5873,63,68,88,63,6
5874,95,77,71,70,11
5875,76,90,94,89,6
5876,80,74,61,99,8
5877,66,90,89,64,5
5878,80,87,76,66,12
5879,61,100,68,96,9
5880,73,73,85,83,1
5881,67,98,86,78,5
5882,67,97,61,99,10
5883,82,100,99,93,5
5884,78,62,93,87,1
5885,94,89,94,87,3
5886,98,68,62,81,7
5887,61,64,70,97,2
5888,88,69,89,99,2
5889,83,85,85,66,5
5890,65,86,95,66,6
5891,98,79,87,63,3
5892,65,78,77,93,10
5893,99,87,100,83,4
5894,65,75,61,72,9
5895,71,76,69,85,10
5896,95,97,70,93,12
5897,75,84,81,70,5
5898,77,85,82,94,10
5899,94,92,62,69,11
5900,82,84,84,67,5
5901,84,85,60,99,10
5902,99,87,84,78,11
5903,77,100,94,82,5
5904,87,86,73,65,11
5905,61,81,97,96,1
5906,93,63,67,90,7
5907,68,88,94,77,6
5908,80,78,67,75,11
5909,94,73,99,81,4
5910,63,98,94,74,5
5911,76,90,71,74,12
5912,60,74,71,63,5
5913,75,75,85,78,1
5914,80,85,81,68,5
5915,90,94,79,74,12
5916,75,90,98,77,6
5917,66,94,91,60,5
5918,82,75,64,85,8
5919,96,96,78,64,11
5920,97,92,76,69,11
5921,72,98,75,67,5
5922,84,72,90,95,2
5923,91,68,81,93,8
5924,64,63,78,84,2
5925,77,90,73,69,12
5926,92,98,85,63,12
5927,71,94,81,69,5
5928,100,72,88,94,7
5929,62,71,79,83,2
5930,89,80,85,84,3
5931,76,80,72,91,10
5932,80,68,93,61,4
5933,91,79,60,81,7
5934,100,67,84,96,7
5935,65,64,79,89,2
5936,85,82,89,95,2
5937,91,99,99,74,5
5938,95,90,85,63,11
5939,70,97,61,64,12
5940,91,83,60,99,8
5941,82,76,99,66,4
5942,82,84,69,85,10
5943,71,73,86,94,2
5944,65,98,90,84,5
5945,92,70,65,87,7
5946,86,63,88,86,4
5947,79,87,92,98,2
5948,65,82,66,84,10
5949,64,66,66,79,10
5950,79,70,69,82,8
5951,94,69,60,62,11
5952,73,83,60,97,10
5953,62,60,62,61,3
5954,60,80,95,83,1
5955,60,60,79,68,1
5956,79,63,94,95,2
5957,85,95,69,69,12
5958,76,70,87,89,2
5959,79,97,85,66,5
5960,84,75,65,89,8
5961,95,61,100,63,4
5962,62,97,67,93,9
5963,70,85,66,97,10
5964,78,98,69,75,12
5965,93,85,80,76,11
5966,68,84,75,73,5
5967,85,81,60,93,8
5968,67,78,64,60,12
5969,64,97,64,100,10
5970,89,93,83,69,12
5971,64,85,94,86,1
5972,97,78,70,91,7
5973,76,74,82,75,4
5974,87,61,72,60,3
5975,91,70,63,80,7
5976,66,100,70,94,9
5977,76,83,86,66,6
5978,67,89,87,63,5
5979,73,91,72,65,12
5980,68,100,77,69,5
5981,78,61,91,76,4
5982,69,91,83,61,5
5983,99,78,60,83,7
5984,88,89,79,79,12
5985,93,80,60,98,8
5986,76,87,82,68,5
5987,94,94,85,85,11
5988,85,76,89,96,2
5989,81,82,83,99,2
5990,62,92,69,63,5
5991,82,81,79,65,11
5992,75,99,66,97,9
5993,94,82,83,61,3
5994,66,77,69,61,5
5995,71,75,98,65,6
5996,82,81,97,68,4
5997,86,61,86,68,3
5998,71,68,66,86,8
5999,96,78,96,64,3
6000,97,77,97,80,3
6001,98,72,95,73,3
6002,76,96,72,72,12
6003,98,94,82,66,11
6004,85,98,84,67,12
6005,79,94,72,78,12
6006,81,61,92,68,4
6007,86,65,77,72,3
6008,78,96,99,88,6
6009,66,95,65,77,9
6010,96,89,95,94,3
6011,60,96,79,87,9
6012,82,64,91,92,2
6013,74,63,92,96,2
6014,88,69,92,75,4
6015,60,98,80,84,9
6016,66,90,61,74,9
6017,96,66,67,63,3
6018,88,60,91,84,4
6019,81,100,78,91,9
6020,82,87,76,89,10
6021,78,94,86,70,5
6022,87,97,97,73,5
6023,74,71,76,92,2
6024,75,98,78,89,9
6025,69,75,73,64,5
6026,65,73,71,75,10
6027,94,71,82,95,8
6028,70,88,94,98,2
6029,99,76,98,83,3
6030,64,62,72,95,2
6031,62,84,68,96,10
6032,73,91,81,64,5
6033,67,83,74,86,10
6034,77,63,68,64,3
6035,94,65,93,91,3
6036,100,81,77,65,11
6037,85,93,97,65,6
6038,100,74,83,77,3
6039,97,75,77,71,3
6040,65,66,68,74,2
6041,86,70,97,90,1
6042,74,82,61,74,12
6043,80,60,75,84,8
6044,99,78,60,83,7
6045,84,88,82,84,12
6046,99,76,65,98,7
6047,98,60,96,62,3
6048,94,80,78,73,11
6049,72,62,78,69,4
6050,79,99,68,71,12
6051,99,68,74,69,3
6052,81,71,84,65,4
6053,86,72,91,60,4
6054,69,79,75,72,5
6055,73,99,99,89,5
6056,82,82,70,60,11
6057,63,80,97,96,1
6058,77,90,63,77,12
6059,72,88,99,98,1
6060,71,70,65,85,8
6061,91,71,68,95,8
6062,98,100,76,92,12
6063,80,73,93,93,1
6064,89,63,93,77,4
6065,93,96,64,96,9
6066,62,60,90,64,1
6067,62,68,98,80,1
6068,81,80,82,63,4
6069,76,75,81,83,2
6070,84,69,79,67,3
6071,87,100,60,90,9
6072,68,61,77,96,2
6073,61,66,99,75,1
6074,85,95,86,80,5
6075,78,98,73,79,9
6076,94,60,79,91,7
6077,82,70,100,74,4
6078,87,71,93,96,2
6079,99,96,64,64,11
6080,90,72,81,64,3
6081,74,78,77,83,10
6082,65,72,86,90,2
6083,95,88,77,75,11
6084,76,88,100,79,6
6085,79,85,69,88,10
6086,88,76,73,96,8
6087,100,74,82,77,3
6088,92,60,87,66,3
6089,76,82,70,88,10
6090,98,85,96,74,3
6091,60,100,95,96,9
6092,81,66,91,100,2
6093,63,97,61,73,9
6094,75,95,74,70,12
6095,95,61,84,100,8
6096,94,61,81,89,7
6097,82,69,64,77,7
6098,76,100,83,80,5
6099,89,84,67,68,11
6100,84,98,61,93,9
6101,78,93,62,70,12
6102,78,96,78,88,9
6103,89,80,71,87,7
6104,80,62,100,86,1
6105,85,84,93,90,1
6106,85,66,75,67,3
6107,62,85,98,97,1
6108,71,61,83,84,2
6109,71,86,71,80,9
6110,78,98,83,84,9
6111,65,78,66,84,10
6112,97,100,92,80,12
6113,91,63,63,85,7
6114,89,98,87,69,12
6115,85,87,86,96,10
6116,92,78,70,95,8
6117,96,69,71,67,3
6118,96,79,62,81,7
6119,71,71,73,83,2
6120,93,66,81,71,3
6121,98,73,99,73,4
6122,74,98,67,98,9
6123,92,96,97,88,6
6124,74,80,88,100,2
6125,83,61,66,73,7
6126,90,100,96,94,5
6127,81,82,80,85,10
6128,82,100,63,77,12
6129,61,88,70,87,9
6130,79,86,68,80,9
6131,85,67,96,64,4
6132,77,94,99,67,6
6133,86,90,65,93,10
6134,81,69,84,91,2
6135,88,86,74,77,11
6136,90,93,66,84,12
6137,76,61,73,79,8
6138,99,96,89,96,11
6139,89,88,85,65,11
6140,65,64,71,87,2
6141,67,85,97,74,6
6142,88,88,67,73,11
6143,97,74,100,86,4
6144,92,65,68,89,7
6145,63,97,90,82,5
6146,99,85,66,72,11
6147,97,70,69,100,8
6148,60,73,82,65,6
6149,99,95,100,77,4
6150,72,86,71,65,12
6151,60,78,68,90,10
6152,88,83,90,89,1
6153,85,79,75,80,7
6154,60,76,61,75,9
6155,94,97,64,73,12
6156,99,77,87,93,7
6157,77,99,83,96,9
6158,95,95,82,82,11
6159,77,91,94,70,6
6160,76,86,70,63,12
6161,74,73,86,100,2
6162,74,90,75,92,10
6163,64,97,77,83,9
6164,65,81,65,69,9
6165,98,100,96,94,12
6166,70,71,85,95,2
6167,69,80,94,77,6
6168,82,65,66,92,8
6169,99,85,70,75,11
6170,93,99,96,70,5
6171,76,93,72,83,9
6172,99,75,83,84,7
6173,82,87,83,82,5
6174,62,71,65,67,9
6175,98,63,77,82,7
6176,72,78,88,72,6
6177,65,89,86,65,5
6178,61,94,69,98,10
6179,75,72,75,96,8
6180,64,97,74,85,9
6181,71,87,100,89,1
6182,77,85,81,89,10
6183,81,60,62,63,7
6184,94,77,86,83,3
6185,60,64,91,99,2
6186,96,68,87,82,3
6187,89,99,62,84,12
6188,91,100,61,78,12
6189,86,67,94,69,4
6190,67,66,95,72,1
6191,81,71,99,88,1
6192,97,68,96,92,3
6193,76,71,82,93,2
6194,82,100,66,71,12
6195,94,78,89,66,3
6196,78,97,74,88,9
6197,93,81,82,73,3
6198,64,92,70,83,9
6199,74,69,96,99,2
6200,93,72,76,77,7
6201,69,96,61,91,9
6202,90,88,95,85,4
6203,60,70,85,74,1
6204,99,63,94,64,3
6205,70,61,96,78,1
6206,87,73,70,70,11
6207,83,69,69,69,11
6208,85,66,97,68,4
6209,80,87,95,88,1
6210,89,84,95,93,1
6211,93,78,69,76,11
6212,80,83,67,93,10
6213,61,74,82,63,6
6214,88,72,99,92,1
6215,100,69,76,60,3
6216,85,66,82,63,3
6217,61,89,98,78,6
6218,88,90,75,95,10
6219,83,96,61,93,9
6220,69,99,91,99,9
6221,82,71,87,78,4
6222,93,62,94,83,4
6223,67,74,96,69,6
6224,77,97,84,64,5
6225,63,67,74,92,2
6226,63,67,74,64,6
6227,84,73,95,75,4
6228,86,97,88,60,5
6229,91,76,86,87,7
6230,80,63,97,65,4
6231,91,67,77,99,8
6232,66,98,85,90,9
6233,79,63,75,97,8
6234,76,91,71,90,9
6235,85,79,87,96,2
6236,69,98,68,69,12
6237,94,80,79,82,7
6238,60,75,96,74,6
6239,82,84,60,85,10
6240,69,72,86,72,6
6241,72,76,68,86,10
6242,71,80,83,78,6
6243,96,60,69,84,7
6244,78,66,67,97,8
6245,90,89,79,69,11
6246,61,85,73,100,10
6247,80,94,77,85,9
6248,76,78,81,63,6
6249,66,93,68,94,10
6250,80,92,95,77,6
6251,68,61,66,63,3
6252,99,98,94,90,11
6253,94,78,90,99,8
6254,65,100,95,100,9
6255,72,95,93,95,9
6256,70,87,69,68,12
6257,92,60,98,69,4
6258,91,64,99,87,4
6259,85,94,70,97,10
6260,74,92,63,70,12
6261,81,71,74,60,3
6262,60,66,92,73,1
6263,86,92,60,78,12
6264,93,62,92,91,3
6265,89,92,81,96,10
6266,93,78,63,73,11
6267,64,69,88,71,1
6268,86,97,74,68,12
6269,81,76,63,88,8
6270,83,69,61,98,8
6271,73,94,65,60,12
6272,92,91,82,100,8
6273,98,84,81,98,7
6274,61,85,76,98,10
6275,61,68,89,99,2
6276,82,87,71,87,9
6277,75,87,81,85,9
6278,77,99,88,83,5
6279,77,67,64,95,8
6280,78,95,97,72,6
6281,96,73,83,92,7
6282,78,98,71,70,12
6283,99,94,96,78,3
6284,86,77,86,82,3
6285,81,84,81,89,10
6286,77,86,77,95,10
6287,75,68,74,75,7
6288,78,91,90,75,5
6289,69,86,62,68,12
6290,83,73,99,95,1
6291,64,83,64,70,9
6292,79,87,71,62,12
6293,91,67,91,76,3
6294,85,100,73,79,12
6295,76,80,84,78,6
6296,82,83,73,94,10
6297,69,67,88,100,2
6298,62,79,90,94,2
6299,82,90,98,83,6
6300,73,71,77,77,1
6301,80,61,77,85,8
6302,67,86,88,94,2
6303,71,82,84,83,1
6304,72,61,84,71,4
6305,90,80,85,93,8
6306,82,99,82,95,9
6307,75,66,60,81,8
6308,80,62,61,70,7
6309,83,90,88,93,10
6310,61,88,80,86,9
6311,89,93,100,66,6
6312,86,98,63,83,12
6313,95,97,94,92,12
6314,80,97,81,65,5
6315,91,81,93,82,4
6316,86,81,94,63,4
6317,72,77,69,71,12
6318,84,80,86,78,4
6319,77,67,73,78,8
6320,73,73,61,83,8
6321,78,87,89,86,6
6322,78,60,100,73,4
6323,65,85,76,60,5
6324,79,73,83,88,2
6325,92,76,100,78,4
6326,89,89,83,90,8
6327,81,80,74,98,8
6328,99,98,79,83,11
6329,88,93,82,62,12
6330,68,95,92,81,5
6331,77,96,97,77,6
6332,74,94,67,69,12
6333,74,85,92,69,6
6334,80,67,60,65,11
6335,67,66,74,60,4
6336,100,72,65,87,7
6337,67,78,64,65,12
6338,65,69,94,66,6
6339,79,85,86,91,2
6340,69,98,60,64,12
6341,77,95,70,82,9
6342,100,93,80,76,11
6343,80,84,87,88,2
6344,63,96,87,65,5
6345,97,79,69,90,7
6346,85,63,77,81,7
6347,66,74,78,69,6
6348,100,81,88,69,3
6349,70,90,91,71,6
6350,100,94,84,96,7
6351,66,73,67,94,10
6352,83,82,98,65,4
6353,66,97,83,69,5
6354,61,94,86,82,5
6355,79,83,98,79,6
6356,79,85,74,67,12
6357,82,88,66,89,10
6358,84,86,73,95,10
6359,64,62,94,69,1
6360,74,76,63,81,10
6361,66,87,69,100,10
6362,76,70,60,95,8
6363,79,91,97,92,1
6364,63,84,89,69,6
6365,73,76,71,63,12
6366,92,71,80,81,7
6367,75,87,60,65,12
6368,68,98,71,97,9
6369,60,70,82,68,6
6370,60,76,64,60,5
6371,79,99,78,91,9
6372,82,61,62,76,7
6373,98,78,86,76,3
6374,99,68,79,79,3
6375,70,96,79,74,5
6376,60,73,91,65,6
6377,73,64,99,90,1
6378,65,63,78,66,1
6379,95,69,77,90,7
6380,86,78,76,69,11
6381,62,74,65,90,10
6382,79,90,84,86,9
6383,81,73,93,77,4
6384,73,81,96,82,1
6385,68,99,64,67,12
6386,68,78,80,99,2
6387,77,72,66,75,7
6388,72,93,67,68,12
6389,91,63,61,76,7
6390,89,86,75,64,11
6391,89,60,72,89,7
6392,68,96,66,85,9
6393,60,91,64,71,9
6394,85,89,68,85,12
6395,99,83,82,71,11
6396,62,71,84,100,2
6397,75,78,83,63,6
6398,61,69,83,92,2
6399,99,64,97,66,3
6400,70,77,62,67,12
6401,68,99,63,66,12
6402,95,71,91,63,3
6403,83,69,77,77,3
6404,70,92,66,80,9
6405,67,97,80,83,9
6406,75,88,63,84,9
6407,93,65,89,89,3
6408,80,75,83,98,2
6409,74,83,78,97,10
6410,99,77,75,81,7
6411,70,80,90,60,6
6412,65,62,77,63,4
6413,83,68,62,76,7
6414,73,78,94,88,1
6415,78,95,77,95,9
6416,92,92,76,61,11
6417,65,98,65,78,9
6418,66,64,98,80,1
6419,67,87,100,67,6
6420,97,64,85,97,7
6421,87,64,99,63,4
6422,70,97,73,71,5
6423,78,97,73,70,12
6424,93,63,70,62,3
6425,90,97,79,91,9
6426,84,72,96,87,1
6427,68,62,89,97,2
6428,60,81,62,68,9
6429,98,60,89,71,3
6430,67,68,100,62,6
6431,100,90,92,61,3
6432,93,92,93,83,3
6433,84,75,72,87,8
6434,95,91,87,96,8
6435,96,84,98,65,4
6436,92,91,77,97,8
6437,64,92,75,93,10
6438,78,63,92,79,1
6439,85,90,79,66,12
6440,87,63,74,76,7
6441,93,63,84,67,3
6442,68,97,80,68,5
6443,81,60,90,72,4
6444,81,82,80,62,12
6445,65,73,79,73,6
6446,80,98,67,87,9
6447,91,78,81,64,3
6448,92,79,74,66,11
6449,84,81,74,86,8
6450,73,77,97,88,1
6451,98,92,99,95,4
6452,75,92,93,91,6
6453,96,99,60,83,12
6454,60,84,68,81,9
6455,78,79,76,92,10
6456,74,87,64,94,10
6457,72,70,69,67,11
6458,60,80,64,78,9
6459,80,94,63,70,12
6460,100,68,84,63,3
6461,73,88,88,99,10
6462,75,78,91,69,6
6463,70,74,100,99,1
6464,94,67,60,97,8
6465,77,68,90,78,1
6466,72,66,100,100,1
6467,92,61,84,71,3
6468,93,80,96,69,4
6469,72,83,62,63,12
6470,72,60,84,68,4
6471,84,96,67,74,12
6472,79,86,76,79,12
6473,92,98,96,70,5
6474,88,99,98,79,5
6475,90,77,75,61,11
6476,82,90,83,90,9
6477,67,83,81,90,10
6478,75,74,85,71,4
6479,78,90,98,87,6
6480,73,80,87,89,2
6481,70,81,86,83,1
6482,80,67,100,90,1
6483,64,62,96,82,1
6484,73,72,70,78,8
6485,60,97,78,100,10
6486,97,66,70,89,7
6487,96,75,93,90,3
6488,86,90,78,73,12
6489,65,75,73,79,10
6490,87,74,61,78,7
6491,93,67,81,94,8
6492,100,71,65,61,11
6493,69,94,61,82,9
6494,80,81,91,83,1
6495,61,81,82,71,6
6496,83,69,72,64,3
6497,60,100,89,100,9
6498,73,95,74,92,9
6499,72,91,82,69,5
6500,73,66,84,68,4
6501,87,89,70,75,12
6502,92,73,95,60,4
6503,68,86,84,69,5
6504,75,66,100,98,1
6505,75,67,78,60,4
6506,78,94,90,78,5
6507,66,86,95,68,6
6508,91,79,74,68,11
6509,92,73,90,93,8
6510,97,60,88,70,3
6511,91,92,73,86,12
6512,75,97,89,75,5
6513,79,82,87,69,6
6514,64,64,84,67,1
6515,89,69,73,84,7
6516,92,79,64,98,8
6517,100,94,75,69,11
6518,75,85,71,72,12
6519,96,91,67,73,11
6520,65,71,60,95,10
6521,62,99,68,97,9
6522,64,89,79,94,10
6523,96,65,72,93,7
6524,87,89,66,89,9
6525,86,68,63,76,7
